item,itemLabel,position,positionLabel,start,end,cabinet,cabinetLabel,ordinal,replaces,replacedBy,nature,natureLabel,source,sourceName,statedName,psid
Q2573060,"Robert Spencer, 2nd Earl of Sunderland",Q943379,Lord President of the Council,1685-12-04,1688-10-01,,,,Q335280,Q333662,,,,,,Q2573060-596AEAF5-7F97-416D-9918-8D8E673E8CE6
Q333050,"Robert Stewart, Viscount Castlereagh",Q2636053,Leader of the House of Commons,1812-06-01,1822-08-12,,,,Q233992,Q219731,,,,,,Q333050-2F9F4AE7-3E83-4D4D-94B3-8F7DAA7DAB00
Q333050,"Robert Stewart, Viscount Castlereagh",Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1812-01-01,1822-01-01,,,,Q335205,Q219731,,,,,,Q333050-523F6087-4D2E-4989-AB49-AE36D30F2B69
Q7350389,Robert Thorpe,Q217217,Lord Chancellor,,,,,,,,,,,,,Q7350389-e8163452-22e9-4ff7-bc83-7d98e479a14c
Q7350449,Robert Tracy,Q217217,Lord Chancellor,,,,,,,,,,,,,Q7350449-a50db47d-e51e-446c-880e-cc76e975a989
Q104190,Robert Walpole,Q531471,Chancellor of the Exchequer,1721-04-15,1742-02-23,,,,Q6253333,Q3471224,,,,,,Q104190-4395c501-409b-8eef-7759-9a0db33c1b2d
Q104190,Robert Walpole,Q2636053,Leader of the House of Commons,1721-04-04,1742-02-06,,,,,Q3471224,,,,,,Q104190-975D09C2-1C82-464D-9A2F-316B8946E2F1
Q104190,Robert Walpole,Q14211,Prime Minister of the United Kingdom,1721-04-15,1742-02-11,,,1,,Q270415,,,,,,Q104190-c1a71b74-4cf2-6d40-5ab6-700c24f0b45b
Q7350984,Robert Weston,Q1846056,Lord Chancellor of Ireland,1567-01-01,1573-01-01,,,,,,,,http://www.stpatrickscathedral.ie/Boyle-Monument.aspx,,,Q7350984-ed97ed84-4435-cb57-68de-4840a3f93c76
Q7351090,Robert William Hanbury,Q5449647,Financial Secretary to the Treasury,1895-06-29,1900-01-01,,,,Q6107186,Q188999,,,,,,Q7351090-9D98F789-A7CD-4CED-8F9B-AF27F75B45D6
Q311214,Robin Cook,Q2636053,Leader of the House of Commons,2001-06-08,2003-03-17,,,,Q232639,Q333461,,,,,,Q311214-D3F3B963-11CC-46C0-A596-885CDA5F090D
Q311214,Robin Cook,Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1997-05-02,2001-06-08,,,,Q333487,Q311278,,,,,,Q311214-136AB34B-C4D8-4091-910E-A2AA928B5B4E
Q7352835,"Robin Turton, Baron Tranmire",Q3397406,Secretary of State for Health and Social Care,1955-12-20,1957-01-16,,,,Q333182,Q5259036,,,,,,Q7352835-B5DA44FE-315C-42D0-BF7A-BC00809C1540
Q263076,Robin Walker,Q25917383,Minister of State for Schools,2021-09-16,,,,,Q391300,,,,,,,Q263076-BE923AD6-6FD4-4F35-9A87-7BD0486F967A
Q263076,Robin Walker,Q104829980,"Minister of State, Northern Ireland",2019-07-26,2021-09-16,,,,Q691299,Q269925,,,,,,Q263076-DBE66CF4-5437-40F9-811D-0ADAA26A7F83
Q263076,Robin Walker,Q58799999,Parliamentary Under-Secretary of State for Exiting the European Union,2016-07-17,2019-07-26,,,,,Q302309,,,,,,Q263076-F1C9BF02-BF7B-45AE-8CC6-535B72D9F58A
Q263076,Robin Walker,Q7883048,Parliamentary Under-Secretary of State for Scotland,2019-07-26,2019-12-16,,,,Q16976820,Q24039769,,,,,,Q263076-3EE46068-FA4F-4AAA-8101-3BB65AC53B87
Q7356340,Rod Richards,Q62681208,Parliamentary Under-Secretary of State for Wales,1992-04-09,1997-04-08,,,,Q7526020,,,,,,,Q7356340-92967FFD-4A78-430E-9884-D071AA269711
Q7356340,Rod Richards,Q62681208,Parliamentary Under-Secretary of State for Wales,1994-07-20,1996-06-02,,,,Q13529849,Q303716,,,,,,Q7356340-F3636BB0-939F-46BE-92BE-84ECC1B5C530
Q332859,"Roger Freeman, Baron Freeman",Q162754,Chancellor of the Duchy of Lancaster,1995-06-26,1997-05-02,,,,Q333909,Q333397,,,,,,Q332859-45DAD85D-E68A-4588-99A0-35CA7943F8CE
Q1666546,Roger le Poer,Q217217,Lord Chancellor,1135-01-01,1139-06-01,,,,Q2159284,Q2086520,,,,,,Q1666546-065FA05E-6AD9-49A5-97A6-69D93634F5EC
Q1363930,Roger of Salisbury,Q217217,Lord Chancellor,1101-01-01,1102-01-01,,,,Q723977,Q351426,,,,,,Q1363930-95A11285-BA91-46B3-9439-3B8DA5D5A67E
Q333869,Ron Davies,Q1846384,Secretary of State for Wales,1997-05-02,1998-10-27,,,,Q58282,Q19397,,,,,,Q333869-EBD52B36-D755-4982-9FD4-FFA4FD74089E
Q17712328,Rona Fairhead,Q6866372,Minister of State for Trade,2017-09-28,2019-05-07,,,,Q6769331,Q269925,,,,,,Q17712328-80323EA0-F99B-436E-921A-EAA97A7520C6
Q5614408,"Ronald McNeill, 1st Baron Cushendun",Q162754,Chancellor of the Duchy of Lancaster,1927-10-19,1929-06-04,,,,Q12702,Q332400,,,,,,Q5614408-8FCFE6AF-CD00-4409-AC66-204BBE778E6E
Q5614408,"Ronald McNeill, 1st Baron Cushendun",Q5449647,Financial Secretary to the Treasury,1925-11-05,1927-11-01,,,,Q332475,Q4800223,,,,,,Q5614408-F8F2EA32-0CEC-4AE2-9D8D-8DF7D2D05A30
Q1386511,"Ronald Munro Ferguson, 1st Viscount Novar",Q111784,Secretary of State for Scotland,1922-10-24,1924-01-22,,,,Q7347872,Q337459,,,,,,Q1386511-70E1196E-8C4C-466B-8ACF-C2BCC6FB4FE9
Q328892,Rory Stewart,Q104878753,Minister for Africa,2017-06-15,2018-01-09,,,,Q303299,Q260429,,,,,,Q328892-6EC4D04A-AFC9-4298-8396-9A0A1CC61EC6
Q328892,Rory Stewart,Q96393330,Minister for Prisons,2018-01-09,2019-05-01,,,,Q392241,Q269853,,,,,,Q328892-EAB07FA5-FEDD-429B-8EF8-B1F1C266757D
Q328892,Rory Stewart,Q7444352,Secretary of State for International Development,2019-05-01,2019-07-24,,,,Q580464,Q478531,,,,,,Q328892-3D8AAFA2-12B6-4EAA-91AA-7DFC96FB0685
Q7366967,Ros Altmann,Q24284260,Minister for Pensions and Ageing Society,,,,,,,,,,,,,Q7366967-341cff9c-4e62-c40b-3cb5-2c49d81e39f8
Q261773,Rosie Winterton,Q24284260,Minister for Pensions and Ageing Society,,,,,,,,,,,,,Q261773-0a29b3f7-4fe8-eceb-d177-1f8c9f51d6e5
Q261773,Rosie Winterton,Q15109454,Minister of State for Transport,2007-07-28,2008-10-03,,,,Q7609739,Q337156,,,,,,Q261773-F1B74BE5-7065-4576-BA53-9FFDE38E3B95
Q333413,"Roundell Palmer, 1st Earl of Selborne",Q2631987,Attorney General for England and Wales,1863-10-02,1866-06-26,,,,Q8004648,Q333804,,,,,,Q333413-05FD1A96-737B-4415-A479-14880BF80359
Q333413,"Roundell Palmer, 1st Earl of Selborne",Q217217,Lord Chancellor,1872-10-15,1874-02-17,,,,Q285868,Q333804,,,,,,Q333413-9AB096C0-CB02-4844-BADE-A181F6465A61
Q333413,"Roundell Palmer, 1st Earl of Selborne",Q217217,Lord Chancellor,1880-04-28,1885-06-09,,,,Q333804,Q334020,,,,,,Q333413-ACE1B147-05AD-49CE-B7CE-CA62739E42FD
Q333692,Roy Hattersley,Q4146869,Minister of State for Foreign Affairs,1974-03-07,1976-09-10,,,,,Q333085,,,,,,Q333692-012023FF-7CFF-44D1-9F45-7D77C555CAB6
Q333692,Roy Hattersley,Q7444342,Secretary of State for Employment,1968-04-06,1969-07-15,,,,,,,,,,,Q333692-2F0B338C-0788-4F6E-B3BF-9EE7842BB7C1
Q333692,Roy Hattersley,Q19968185,Secretary of State for Prices and Consumer Protection,1976-09-10,1979-05-04,,,,Q333250,,,,,,,Q333692-119d3976-46fe-607c-eb7e-066e4f4a476d
Q323488,Roy Jenkins,Q531471,Chancellor of the Exchequer,1967-11-30,1970-06-19,,,,Q9576,Q333182,,,,,,Q323488-58F27E6D-0FD0-452B-9DDD-0725C7675518
Q323488,Roy Jenkins,Q2484309,Home Secretary,1965-12-23,1967-11-30,,,,Q333387,Q9576,,,,,,Q323488-970DF26E-46FB-4E49-9089-B4EDC34893C2
Q323488,Roy Jenkins,Q2484309,Home Secretary,1974-03-05,1976-09-10,,,,Q333896,Q336534,,,,,,Q323488-594C6D88-7861-4A30-9647-20DBD39136D7
Q333700,Roy Mason,Q6866025,"Minister of Agriculture, Fisheries and Food",,,,,,,,,,,,,Q333700-2CDF141F-CFE5-41FF-86C3-B9179A7C135E
Q333700,Roy Mason,Q6866372,Minister of State for Trade,1964-10-20,1967-01-07,,,,Q5345010,Q8001754,,,,,,Q333700-D9D115A5-39AB-4999-9881-0B444543E1DF
Q333700,Roy Mason,Q2747647,Secretary of State for Defence,1974-03-05,1976-09-10,,,,Q333362,Q334362,,,,,,Q333700-D5312C6A-DCBF-431E-AA4B-2B9B3D8D23FF
Q333700,Roy Mason,Q1369302,Secretary of State for Northern Ireland,1976-09-10,1979-05-04,,,4,Q336534,Q333095,,,,,,Q333700-C9D702F5-B703-4F19-8A67-99CAED69322A
Q336036,"Rufus Isaacs, 1st Marquess of Reading",Q2631987,Attorney General for England and Wales,1910-10-07,1913-10-19,,,,Q1766011,Q333091,,,,,,Q336036-36CA7C8F-5D5B-42C2-9F48-1032475456CC
Q336036,"Rufus Isaacs, 1st Marquess of Reading",Q2012061,Leader of the House of Lords,1931-08-24,1931-11-05,,,,Q337704,Q332706,,,,,,Q336036-722CD74C-D73D-4D8B-A948-119730ED5223
Q336036,"Rufus Isaacs, 1st Marquess of Reading",Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1931-08-25,1931-11-05,,,,Q208665,Q333091,,,,,,Q336036-E8E2D22A-21AD-4430-9685-82AD05BEE648
Q272644,Ruth Kelly,Q5333410,Economic Secretary to the Treasury,2001-06-08,2002-05-15,,,,Q6811295,Q615077,,,,,,Q272644-7977A3C6-DBE7-4122-BE17-424CBCBFA143
Q272644,Ruth Kelly,Q5449647,Financial Secretary to the Treasury,2002-05-15,2004-09-09,,,,Q332667,Q272346,,,,,,Q272644-5D8F7399-C4DC-46E9-936A-8C3FE72483A3
Q272644,Ruth Kelly,Q3315134,Minister for Women and Equalities,2006-05-05,2007-06-27,,,,Q272642,Q234182,,,,,,Q272644-D5AA9E10-7959-480A-A944-1174D93B720F
Q272644,Ruth Kelly,Q3477306,Secretary of State for Education,2004-12-15,2006-05-05,,,,Q333758,Q332336,,,http://news.bbc.co.uk/1/hi/uk_politics/4100061.stm,,,Q272644-4F0FE136-4410-45C9-A532-2193B5A839D4
Q272644,Ruth Kelly,Q11781526,"Secretary of State for Levelling Up, Housing and Communities",2006-05-05,2007-06-27,,,,Q272670,Q264023,,,http://news.bbc.co.uk/1/hi/uk_politics/4100061.stm,,,Q272644-A9E4639F-E483-4A01-B6CF-E737A6AC7772
Q272644,Ruth Kelly,Q3246797,Secretary of State for Transport,2007-06-27,2008-10-03,,,,Q259106,Q332385,,,http://www.nytimes.com/2008/07/08/business/worldbusiness/08fuel.html,,,Q272644-639476B8-6359-49F8-8605-6A2B1C1B8A13
Q272644,Ruth Kelly,Q3246797,Secretary of State for Transport,2007-06-27,2008-10-03,,,,Q259106,Q332385,,,http://www.bbc.co.uk/blogs/nickrobinson/2008/09/life_change_for.html,,,Q272644-639476B8-6359-49F8-8605-6A2B1C1B8A13
Q334155,Sadiq Khan,Q6866346,Minister of State for Communities and Local Government,2008-10-04,2009-06-08,,,,,,,,,,,Q334155-99ddc0be-4eff-2196-b479-ab3be700711b
Q334155,Sadiq Khan,Q15109454,Minister of State for Transport,2009-06-08,2010-05-11,,,,,,,,,,,Q334155-cb1be15a-4a88-f227-e520-765ecf6d0f66
Q727798,Sajid Javid,Q531471,Chancellor of the Exchequer,2019-07-24,2020-02-13,,,,Q332987,Q20055561,,,,,,Q727798-7eb0e56c-4a98-bf3f-ea4d-20ee9d7adf39
Q727798,Sajid Javid,Q5333410,Economic Secretary to the Treasury,2012-09-04,2013-10-07,,,,Q333680,Q580375,,,,,,Q727798-B8BDC974-AE73-44E9-BBBF-939CEF16F3AF
Q727798,Sajid Javid,Q5449647,Financial Secretary to the Treasury,2013-10-07,2014-04-09,,,,Q271800,Q580375,,,,,,Q727798-1058E08D-1DE2-419A-9C65-134C5D57F918
Q727798,Sajid Javid,Q2484309,Home Secretary,2018-04-30,2019-07-24,,,,Q479171,Q575733,,,http://www.bbc.co.uk/news/uk-politics-43946845,,,Q727798-7289c8ec-458b-4180-b2df-b4bfd99f15f9
Q727798,Sajid Javid,Q3858507,"Secretary of State for Business, Energy and Industrial Strategy",2015-05-11,2016-07-14,,,,Q244312,Q271800,,,,,,Q727798-8315a4ba-4221-def7-dcf8-e8a56b5059fb
Q727798,Sajid Javid,Q3297079,"Secretary of State for Culture, Media and Sport",2014-04-09,2015-05-12,,,,Q334261,Q264684,,,,,,Q727798-37D0414C-09EC-4C30-B762-B369A9D9DC1F
Q727798,Sajid Javid,Q3397406,Secretary of State for Health and Social Care,2021-06-26,,,,,Q478161,,,,https://www.gov.uk/government/ministers,Sajid Javid,Secretary of State for Health and Social Care,Q727798-3f0c89f0-4651-294a-a419-7ab87ad4bb19
Q727798,Sajid Javid,Q11781526,"Secretary of State for Levelling Up, Housing and Communities",2016-07-14,2018-04-30,,,,Q271800,,,,http://www.bbc.co.uk/news/uk-politics-43946845,,,Q727798-223be9ac-4cc4-3b8f-1db1-ff85b7aa5283
Q727798,Sajid Javid,Q11781526,"Secretary of State for Levelling Up, Housing and Communities",2016-07-14,2018-04-30,,,,Q271800,,,,http://www.bbc.co.uk/news/uk-politics-36785814,,,Q727798-223be9ac-4cc4-3b8f-1db1-ff85b7aa5283
Q727798,Sajid Javid,Q11781526,"Secretary of State for Levelling Up, Housing and Communities",2016-07-14,2018-04-30,,,,Q271800,,,,https://www.gov.uk/government/news/new-ministerial-appointment-july-2016-secretary-of-state-for-communities-and-local-government,,,Q727798-223be9ac-4cc4-3b8f-1db1-ff85b7aa5283
Q392241,Sam Gyimah,Q96393330,Minister for Prisons,2016-07-17,2018-01-09,,,,Q478714,Q328892,,,,,,Q392241-BFD2C947-B556-4741-AA41-8A5897F08AA0
Q392241,Sam Gyimah,Q100989431,Minister of State for Higher and Further Education,2018-01-09,2018-11-30,,,,Q728063,Q391526,,,,,,Q392241-89EBEFE6-6828-4073-A175-FE039C68FBD8
Q392241,Sam Gyimah,Q108558680,Parliamentary Under-Secretary of State for Childcare and Education,2014-07-21,2016-07-17,,,,Q272201,Q300107,,,,,,Q392241-BCD6B80D-3496-472F-9136-A1E20A10D499
Q333429,"Samuel Hoare, 1st Viscount Templewood",Q2484309,Home Secretary,1937-05-28,1939-09-03,,,,Q333091,Q333289,,,,,,Q333429-E24C250E-717E-47A2-B702-A4093E1CF9E4
Q333429,"Samuel Hoare, 1st Viscount Templewood",Q910308,Lord Privy Seal,1939-09-03,1940-04-01,,,,Q333289,Q2518614,,,,,,Q333429-D99CE225-B650-436E-ABA3-F231C8A68AC5
Q333429,"Samuel Hoare, 1st Viscount Templewood",Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1935-06-07,1935-12-18,,,,Q333091,Q128995,,,,,,Q333429-7F148B32-F419-4A37-A322-C4B94EF1556D
Q7411962,Samuel Laing,Q5449647,Financial Secretary to the Treasury,1859-06-24,1860-01-01,,,,Q332650,Q5498541,,,,,,Q7411962-25E439C9-9531-4B78-9FD5-EA2E2A871AE2
Q3471224,"Samuel Sandys, 1st Baron Sandys",Q2636053,Leader of the House of Commons,1742-02-12,1743-08-27,,,,Q104190,Q244766,,,,,,Q3471224-9443FCD2-EA13-48F7-AD45-B8FCD7E09C8E
Q7412628,"Samuel Silkin, Baron Silkin of Dulwich",Q2631987,Attorney General for England and Wales,1974-03-07,1979-05-04,,,,Q7176544,Q333350,,,,,,Q7412628-0C312CD6-596C-4A03-8005-0F7DD9429956
Q2220828,"Sandip Verma, Baroness Verma",Q108601628,Parliamentary Under-Secretary of State for Energy and Climate Change,2012-09-04,2015-05-07,,,,Q1703253,Q7026799,,,,,,Q2220828-1F04A2F7-AA31-43E2-9012-8DEE170CA1C2
Q2220828,"Sandip Verma, Baroness Verma",Q23304253,Parliamentary Under-Secretary of State for International Development,2015-05-07,2016-07-13,,,,Q1826280,Q264337,,,,,,Q2220828-D2E8EE89-0513-4A02-A17A-C5A06FC31920
Q577362,Sarah Newton,Q104878824,Parliamentary Under-Secretary of State for Safeguarding,2016-07-17,2017-11-09,,,,Q264560,Q19938362,,,,,,Q577362-AA266CA8-08B7-49A1-9EB9-5D2552C4A13F
Q272500,Sarah Teather,Q6865755,Minister of State for Children,2010-05-13,2012-09-04,,,,Q575217,Q272201,,,,,,Q272500-637B876F-ED47-416C-BAC0-D89243C4462F
Q272500,Sarah Teather,Q25935122,Minister of State for Children and Families,2010-05-13,2012-09-04,,,,Q575217,Q272201,,,,,,Q272500-455F4A8A-978D-4C58-99DD-A2E713AFF22E
Q2782520,"Schomberg Kerr, 9th Marquess of Lothian",Q111784,Secretary of State for Scotland,1887-03-11,1887-03-11,,,,Q19008,Q333808,,,,,,Q2782520-DF79DB2A-3575-42E3-B0B0-B2E3E98AA787
Q20195397,Seema Kennedy,Q104865605,"Parliamentary Under-Secretary of State for Prevention, Public Health and Primary Care",2019-04-04,2019-07-26,,,,Q265088,Q19872133,,,,,,Q20195397-1F4A1F9A-FF57-4F20-994A-84167DC874A2
Q333080,Selwyn Lloyd,Q531471,Chancellor of the Exchequer,1960-07-27,1962-07-13,,,,Q334287,Q333275,,,,,,Q333080-159B2838-975D-4283-AC8F-6852A46FD463
Q333080,Selwyn Lloyd,Q2636053,Leader of the House of Commons,1963-10-20,1964-10-16,,,,Q333182,Q268875,,,,,,Q333080-D92DB6C5-0E8F-4D56-ACB6-DF6DF37EE8A2
Q333080,Selwyn Lloyd,Q910308,Lord Privy Seal,1963-10-18,1964-10-16,,,,Q333182,Q268875,,,,,,Q333080-4563F5C5-E3CD-4E3F-A3A8-3D1824981E8E
Q333080,Selwyn Lloyd,Q6866404,Minister of Supply,1954-10-18,1955-04-07,,,,Q203129,Q333275,,,,,,Q333080-9A0E66E5-3AF2-409A-A7BA-3EE2CE326B68
Q333080,Selwyn Lloyd,Q2747647,Secretary of State for Defence,1955-04-07,1955-12-20,,,,Q128985,Q332995,,,,,,Q333080-F3A46B28-2774-4DA8-BE3D-0B6D6A483C37
Q333080,Selwyn Lloyd,Q1371091,Secretary of State for Foreign and Commonwealth Affairs,1955-12-22,1960-07-27,,,,Q128985,Q128976,,,,,,Q333080-143D4E01-590B-4414-A8F6-414159AEE79A
Q5973251,Shahid Malik,Q3492070,Parliamentary Under-Secretary of State,2007-06-27,2008-10-04,,,,,Q6831647,,,,,,Q5973251-F4490078-457B-417F-83E8-33AC938A7658
Q5973251,Shahid Malik,Q3492070,Parliamentary Under-Secretary of State,2009-06-09,2010-05-11,,,,Q334155,,,,,,,Q5973251-60A71393-319D-4342-B085-45030604C8C0
Q261001,Shaun Woodward,Q1369302,Secretary of State for Northern Ireland,2007-06-28,2010-05-11,,,16,Q333165,Q197894,,,,,,Q261001-A9903D5B-C7E5-4D2C-B395-C72982BE85C2
Q333250,Shirley Williams,Q1060844,Paymaster General,1976-09-10,1979-05-04,,,,Q981574,Q332890,,,,,,Q333250-414FEFB5-967F-4365-83C3-9457FE368DAB
Q333250,Shirley Williams,Q3477306,Secretary of State for Education,1976-09-10,1979-05-04,,,,Q334362,Q6767006,,,,,,Q333250-828A99A2-DB9C-441F-8A75-D3C2B279CEEB
Q333250,Shirley Williams,Q19968185,Secretary of State for Prices and Consumer Protection,1974-03-05,1976-09-10,,,,,Q333692,,,,,,Q333250-0E097B7D-3B77-40BC-A7A7-91CE0959851A
Q1793381,"Shriti Vadera, Baroness Vadera",Q23304253,Parliamentary Under-Secretary of State for International Development,,,,,,,,,,,,,Q1793381-050733f7-4485-fbec-c41b-3616bcfe29a0
Q947776,"Sidney Godolphin, 1st Earl of Godolphin",Q609884,First Lord of the Treasury,,,,,,Q5467797,Q337634,,,,,,Q947776-68F79C3D-59FF-4783-A396-88AF99ED87EB
Q332442,Sidney Webb,Q7444340,Secretary of State for Dominion Affairs,1929-06-07,1930-06-05,,,,Q333573,Q338294,,,,,,Q332442-C18C08B8-8354-477F-B34E-2048B0D577E8
Q269940,Simon Burns,Q23304196,Minister of State for Health,,,,,,,,,,,,,Q269940-ab7d6148-474e-9cf4-7a9e-d4a93df0ced3
Q269940,Simon Burns,Q15109454,Minister of State for Transport,2012-09-04,2013-10-04,,,,Q266793,Q332968,,,,,,Q269940-022B1E76-3637-4D92-BB08-2602BDDABBF8
Q30228118,Simon Clarke,Q5096927,Chief Secretary to the Treasury,2021-09-15,,,,,Q260546,,,,https://www.gov.uk/government/ministers,Simon Clarke,Chief Secretary to the Treasury,Q30228118-E51C528E-0072-4330-B9E0-183D9213186C
Q30228118,Simon Clarke,Q5419615,Exchequer Secretary to the Treasury,2019-07-27,2020-02-13,,,,Q17180679,Q21592171,,,,,,Q30228118-CB1B7805-2156-45D8-881E-91C09CAA2BD2
Q30228118,Simon Clarke,Q105082160,Minister for Local Government,2020-02-13,2020-09-08,,,,Q263350,Q19957996,,,,,,Q30228118-FA0BC577-55AC-48C8-A4CE-143E1ECE2BA6
Q7518916,"Simon Harcourt, 1st Viscount Harcourt",Q2631987,Attorney General for England and Wales,1707-04-26,1708-10-22,,,,,,,,,,,Q7518916-63a81e6a-4f42-0618-72a4-05ef3535fd5f
Q478345,Simon Hart,Q1846384,Secretary of State for Wales,2019-12-16,,,,,Q268030,,,,https://www.gov.uk/government/ministers,Simon Hart,Secretary of State for Wales,Q478345-4f2e0fb7-4c41-22db-f838-0b81e45357e8
Q334313,Simon Hughes,Q97327472,Minister of State for Justice and Civil Liberties,2013-12-18,2015-05-08,,,,Q2426067,Q268584,,,,,,Q334313-E5172CD4-7927-4D03-8CA2-D778A21189C4
Q750228,Simon Kirby,Q5333410,Economic Secretary to the Treasury,2016-07-17,2017-06-09,,,,Q260429,Q260546,,,,,,Q750228-9BEBD490-0A95-4030-9EED-7D8F5E36E97F
Q606299,"Sir Arthur Dyke Acland, 13th Baronet",Q3477306,Secretary of State for Education,1892-08-25,1895-06-21,,,,Q13529930,Q5765264,,,,,,Q606299-34A475F9-D8F4-42E2-A6FB-52C52D1C9A2B
Q338114,"Sir Charles Dilke, 2nd Baronet",Q7241340,President of the Local Government Board,1882-01-01,1885-01-01,,,,,,,,,,,Q338114-0FF3B7C6-A7F2-47CC-BBBC-909E7216EE90
Q7526233,"Sir Charles Hobhouse, 4th Baronet",Q162754,Chancellor of the Duchy of Lancaster,1911-10-23,1914-02-11,,,,Q6114554,Q2898523,,,,,,Q7526233-309BD7FD-2EAF-4B9A-95C6-68E59EC35603
Q7526233,"Sir Charles Hobhouse, 4th Baronet",Q5449647,Financial Secretary to the Treasury,1908-04-12,1911-01-01,,,,Q333376,Q7792331,,,,,,Q7526233-F91E9148-65DD-4487-BC0D-A94995919D99
Q333358,"Sir Charles Trevelyan, 3rd Baronet",Q3477306,Secretary of State for Education,1924-01-22,1924-11-03,,,,Q333426,Q1241117,,,,,,Q333358-E42F90A4-AA09-4549-A685-508AA1D5A752
Q333358,"Sir Charles Trevelyan, 3rd Baronet",Q3477306,Secretary of State for Education,1929-06-07,1931-03-02,,,,Q1241117,Q6305458,,,,,,Q333358-D05DA214-36B4-4F0B-AD56-51987B288B07
Q5542038,"Sir Francis Dyke Acland, 14th Baronet",Q5449647,Financial Secretary to the Treasury,1915-02-03,1915-05-25,,,,Q332572,Q332572,,,,,,Q5542038-9DFA17F5-6F22-4AED-A4DD-FA192BA64E01
Q7526860,"Sir George Clerk, 6th Baronet",Q5449647,Financial Secretary to the Treasury,1841-09-08,1845-01-01,,,,Q7327890,Q334381,,,,,,Q7526860-D6324C34-2176-4E07-B61A-79538E525E32
Q5771276,"Sir George Grey, 2nd Baronet",Q162754,Chancellor of the Duchy of Lancaster,1841-06-23,1841-08-30,,,,Q335305,Q6679302,,,,,,Q5771276-E389F59A-B14A-4F97-ACC3-5666F00C7DC3
Q5771276,"Sir George Grey, 2nd Baronet",Q162754,Chancellor of the Duchy of Lancaster,1859-06-22,1861-07-25,,,,Q495977,Q334381,,,,,,Q5771276-BF95E822-4A1D-472B-8AAF-9BA0A6339D63
Q5771276,"Sir George Grey, 2nd Baronet",Q2484309,Home Secretary,1846-07-08,1852-02-23,,,,Q333983,Q7576083,,,,,,Q5771276-C368459B-A62D-446E-93EC-78938CD19349
Q5771276,"Sir George Grey, 2nd Baronet",Q2484309,Home Secretary,1855-02-08,1858-02-26,,,,Q193656,Q7576083,,,,,,Q5771276-9FA30926-D3B0-4310-AAAE-D29CE353A9DF
Q5771276,"Sir George Grey, 2nd Baronet",Q2484309,Home Secretary,1861-07-25,1866-06-28,,,,Q1230681,Q7576083,,,,,,Q5771276-FDB66633-1A89-407B-B853-155D72C74473
Q333808,"Sir George Trevelyan, 2nd Baronet",Q162754,Chancellor of the Duchy of Lancaster,1884-10-29,1885-06-09,,,,Q338252,Q5719311,,,,,,Q333808-3D775FA9-6919-49F6-AEF7-72CDE084D4ED
Q333808,"Sir George Trevelyan, 2nd Baronet",Q111784,Secretary of State for Scotland,1886-02-08,1886-03-01,,,,Q333488,Q6254150,,,,,,Q333808-202A36DC-1F2E-4236-AB99-498A1C44092F
Q333808,"Sir George Trevelyan, 2nd Baronet",Q111784,Secretary of State for Scotland,1892-08-18,1895-06-21,,,,Q2782520,Q4718450,,,,,,Q333808-dcbc47d1-48ef-1d03-74c7-2ad401d67ee2
Q259836,Sir George Young,Q5449647,Financial Secretary to the Treasury,1994-07-11,1995-07-05,,,,Q300349,Q6831544,,,,,,Q259836-DAB3D7B3-6FCD-418D-ABEF-5495AF37A3E9
Q259836,Sir George Young,Q2636053,Leader of the House of Commons,2010-05-12,2012-09-04,,,,Q234182,Q333276,,,,,,Q259836-CA3AD5DA-01F9-4600-AD9D-9BB4BA53E6E4
Q259836,Sir George Young,Q910308,Lord Privy Seal,2010-05-12,2012-09-04,,,,Q234182,Q333276,,,,,,Q259836-107F1FB0-77BE-4150-9034-586571596A96
Q259836,Sir George Young,Q7139041,Parliamentary Secretary to the Treasury,2012-10-19,2014-07-14,,,,Q333261,Q333937,,,,,,Q259836-213EC0E3-0F2B-4E48-86DE-5105985FB8A6
Q259836,Sir George Young,Q3246797,Secretary of State for Transport,1995-07-05,1997-05-02,,,,Q333410,Q332393,,,,,,Q259836-C9E765BE-C56F-45FC-BB89-DD1E2D9074AE
Q7527226,"Sir Henry Willink, 1st Baronet",Q3397406,Secretary of State for Health and Social Care,1943-11-11,1945-07-26,,,,Q5392836,Q325403,,,,,,Q7527226-20ACA7FE-07E2-4414-8A58-C76FE3EA457F
Q333983,"Sir James Graham, 2nd Baronet",Q2484309,Home Secretary,1841-09-06,1846-06-30,,,,Q338153,Q5771276,,,,,,Q333983-15CFB539-AA9E-499C-8323-5A9DF10251E4
Q5759238,"Sir John Gilmour, 2nd Baronet",Q2484309,Home Secretary,1932-10-01,1935-06-07,,,,Q335218,Q333091,,,,,,Q5759238-83A75BA7-869E-433B-8433-4197E062076B
Q5759238,"Sir John Gilmour, 2nd Baronet",Q111784,Secretary of State for Scotland,1924-11-06,1926-07-26,,,,Q337459,Q5759238,,,,,,Q5759238-47360DD6-E667-45A6-86DE-9B324B983F88
