item,itemLabel,startDate,endDate,sourceDate,psid
Q5613021,Ross Cranston,1998-07-28,2001-06-11,,Q5613021-DB0DA54D-F92B-4808-8EC2-19E6838F96B7
Q234182,Harriet Harman,2001-06-11,2005-05-10,,Q234182-4B7AC26A-C1CA-451E-BC5C-0064749D8F4A
Q6848224,Mike O'Brien,2005-05-11,2007-06-27,,Q6848224-1BF07CB7-7E99-4BB8-8274-249F49E3F7F0
Q337563,Dame Vera Baird,2007-06-29,2010-05-11,2022-07-06,Q337563-E5C6C92B-B924-4EF6-90DA-FB2E15237313
Q334339,Edward Garnier,2010-05-13,2012-09-04,,Q334339-636F665A-C294-4D78-93FA-10507FADB98C
Q478711,Oliver Heald,2012-09-04,2014-07-14,,Q478711-F996D49D-1057-47E9-9E8A-A7A1ABC9489E
Q269853,Robert Buckland,2014-07-15,2019-05-09,2021-09-06,Q269853-3E00CA71-F79F-49F8-B3FC-F0C93C80DCF9
Q19957811,Lucy Frazer,2019-05-09,2019-07-25,2021-09-06,Q19957811-C6305348-3828-4AF1-8607-62D7DEB609A3
Q303085,Michael Ellis,2019-07-26,2021-03-02,,Q303085-93316ACB-52B0-44FC-B057-96BF81F75509
Q19957811,Lucy Frazer,2021-03-02,2021-09-10,2021-09-06,Q19957811-B7ECA552-7574-4842-BE53-ECEE2B1E436F
Q303085,Michael Ellis,2021-09-10,2021-09-16,,Q303085-4748E5B7-0AD3-4BC1-8172-84A80E0A3045
Q19956858,Alex Chalk,2021-09-16,2022-07-05,,Q19956858-76B93F7D-8143-40CE-B386-7AD65D32FB7F
Q272318,Edward Timpson,2022-07-07,,,Q272318-56BB8DC5-42E8-4254-B67D-C3A796093FFD
